X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,latitude,longitude
17345.50251373,33621.1199182998,20129,B26,BET BLKS 50/51,,
39486.3420137297,35883.4270182997,75061,B25,OPP BEDOK REFORM TRG CTR,,
12840.3570137294,32495.7790182997,22401,B07,AFT SHIPYARD RD,,
34249.3041137299,39110.1471183002,64521,B01A,BLK 834,,
29207.57431373,34301.7278183009,50169,NIL,AFT IRRAWADDY RD,,
12719.3040137291,32850.6500183009,22399,B08,Aft Jln Buroh,,
29362.5540137291,45201.508518301,59411,B06,BLK 356,,
19240.8067137292,36510.4893183,43739,B01,BLK 217,,
13528.0111137293,35575.2336183004,22509,B01,BLK 664C,,
35049.8017137293,32440.8262182996,82121,B03,DUNMAN VIEW,,
29243.9457137296,40687.5704183001,55301,B03,AMK POLICE DIV HQ,,
32126.4710137295,34366.9960182998,60071,B02,KOLAM AYER IND EST,,
30956.5450137295,35530.6626182999,52391,B03,OPP BLK 231,,
46344.4472137298,40369.3129182998,95141,B07,AFT CARGO BLDG D,,
16923.7699137293,36933.558918301,28129,B04,AFT TRACK 18,,
17103.9272137294,36022.901018301,28281,B19,OPP BLK 227,,
23446.1033137292,46588.446018301,46661,B01,OPP BLK 896B,,
21242.3931137295,34004.9169183001,12079,B10,OPP BLK 116,,
36822.8432137296,42709.1647183001,65319,NIL,OASIS STN / EXIT A,,
16549.4690137291,37245.6914183013,28139,B06,AFT TRACK 22,,
13586.3246137295,36089.0155183002,22449,B02,BLK 685B,,
30016.3104137294,35016.6920183003,52251,B01,CHUNG HWA FREE CLINIC,,
28853.1158137294,44528.8070183005,59299,B04,BLK 671 CP,,
16859.3736137291,36075.8293182999,28349,B16,OPP CHINESE GDN STN,,
32881.5242137294,34778.9058183003,70111,B05,OPP CENCON BLDG,,
36383.7642137296,42134.6014182996,65161,B04,MERDIAN STN EXIT B,,
15175.3414137298,34416.9380182996,21469,B02,BEF CHIA PING RD,,
17995.1158137294,38509.6792182997,43671,B08,OPP DUNEARN SEC SCH,,
40664.9814137295,37490.471218301,76151,B07,BLK 237,,
14227.7091137292,35659.3398183007,21351,B06,BEF BOON LAY WAY,,
34100.1915137293,40199.4240183011,64441,B04,HOUGANG G. SHOP MALL,,
22632.3520137295,29942.0777183007,15119,B05,OPP SCI PK 2 / THE GALEN,,
23897.9795137299,46131.8132183012,47571,B04,BLK 618,,
8702.31651372928,33064.4426183011,24209,B02,AFT GUL LANE,,
34979.6309137298,31567.5881182998,91071,B17,BEF TG KATONG RD,,
24149.8093137294,48613.5848182999,47069,B17,NORTHTECH,,
22847.4412137298,28959.211318301,15219,B12,PASIR VIEW PK,,
25135.5577137293,33273.7736183014,11119,B06,FARRER RD STN EXIT A,,
30471.0756137297,31175.6327183004,1039,B09,BUGIS CUBE,,
37383.0569137298,32204.3112183008,92081,B09,ST. PATRICK'S SCH,,
31777.5271137292,32451.8662183005,80011,B03,AFT PADANG JERINGAU,,
17626.2317137299,39679.7972183004,44589,B03,OPP BLK 489A,,
40363.0691137295,33566.6223183013,84661,B03,BLK 172,,
18017.69931373,38205.6094183009,43681,B07,BT BATOK HME FOR THE AGED,,
17655.6798137296,39693.9011183009,44581,B04,BLK 489A,,
31013.6979137296,34688.5347183011,52089,B03,OPP BLK 195,,
29341.5095137293,31297.008518301,8057,B04,DHOBY GHAUT STN,,
21204.1522137299,46002.5176183004,46499,B08,OPP BLK 402,,
16874.0388137298,36944.4714183006,28121,B03,OPP TRACK 18,,
35234.6562137296,39385.4141183011,64059,B34,BLK 355,,
24619.4940137295,48821.4879183006,47079,B15,OPP BRITISH AMERICAN TOBACCO,,
27497.4029137297,37699.747518301,53061,B09,BEF WINDSOR PK RD,,
37195.2118137293,33285.179518301,83191,B08,BEF FRANKEL DR,,
37499.9116137298,32556.2687183004,93051,B11,AFT DUNBAR WK,,
44513.8765137298,41480.3657183014,99101,B04,GOVT CHALETS,,
31178.5912137292,33602.6383183002,60121,B11,BOON KENG STN / BLK 102,,
32099.8329137294,33634.2027183007,60031,B05,BEF GEYLANG BAHRU STN,,
28970.5512137292,45977.5809183009,59389,B11,OPP BLK 314,,
34350.2446137294,33210.2403183002,81051,B13,SIMS VILLE,,
41423.9755137293,39706.3041182999,78109,B12,DOWNTOWN EAST,,
34679.4603137299,42846.0272183008,65551,B11,BLK 227A,,
18817.58201373,39936.8460183013,44129,B01,OPP BLK 113,,
22265.1670137299,29475.5276183002,16011,B17,OPP HAW PAR VILLA STN,,
12552.1799137294,32234.1111182999,23381,B01A,PLANT ENGRG,,
9900.40931372996,32962.2156183012,24089,B01,AFT GUL AVE,,
17157.4734137291,33347.8215183001,29039,B03,BEF PENJURU WK,,
21831.6033137292,32203.2289183009,19061,B08,AYER RAJAH TELECOMS,,
34035.03431373,41121.256318301,67309,B02,OPP BLK 305 CP,,
16724.37091373,36395.2876182999,28461,B07,BLK 347,,
31202.6410137294,44023.311118301,68139,B10,YOUTH FLYING CLUB,,
30187.76951373,31034.5542182997,1019,B04,BRAS BASAH CPLX,,
18079.8360137297,38554.8599183001,43679,B07,BLK 402,,
12485.9916137299,34432.5711183008,23189,B09,BEF FIRST LOK YANG RD,,
21760.6322137294,47532.9913183004,46139,B04,AFT RIVERSIDE RD,,
29738.6037137294,28401.3880183008,3239,B02,SHENTON WAY TER,,
14406.1033137292,32498.4507183004,21099,B01,JURONG ISLAND CHECKPT,,
38361.0676137293,32804.5196183007,93071,B01,CRESCENDO BLDG,,
20296.1383137293,46486.5182183012,46041,B37,OPP GLOBALFOUNDRIES,,
28549.8700137297,44579.4066183008,59379,B03,OPP CHUNG CHENG HIGH SCH,,
19992.2325137295,32813.0926182996,20011,B16,BLK 506,,
31796.2475137291,36209.2946183011,66071,B04,OPP PUB RECREATION CLUB,,
29829.2500137296,35451.2484183013,52271,B05,JACKSON SQ,,
28862.0100137293,28667.4493183009,5519,B01,OPP MARITIME HSE,,
30263.1859137295,35191.7257183008,52281,B01,BLK 68,,
17287.5811137296,33610.4396183006,20121,B21,OPP BLK 51,,
27834.8620137293,44645.7580182999,59321,B28,BLK 794,,
27964.14451373,44495.3995182998,59561,B30,OPP KHATIB STN EXIT D,,
27372.1397137297,30311.7038183007,10231,B05,BLK 51 CP,,
28553.2638137294,44397.4422183,59439,B03,BLK 858,,
12837.3049137294,40203.6117183007,31089,B12,HQ 5TH SIB CAMP I,,
39098.3202137295,33217.7319182996,84159,B03,OPP CASAFINA / TEMASEK JC,,
38686.4676137296,35115.194918301,84411,B02,BLK 526,,
27827.71521373,44610.6361183003,59329,B27,NAVAL BASE SEC SCH,,
12391.2807137296,35215.3975183014,22479,B02,AFT JURONG WEST ST 93,,
46086.9376137294,41281.7754183002,95089,B03,OPP CHANGI BEACH CP 5,,
15381.6140137296,34847.1345183011,21541,B02,AFT FOURTH CHIN BEE RD,,
36844.5119137298,42660.8516183011,65311,NIL,OASIS STN EXIT B / BLK 617D,,
24541.2615137296,30206.2633183002,11021,B01,AFT QUEENSTOWN NPC HQ,,
36938.6016137293,33778.6991183013,83321,B01,KEMBANGAN STN,,
43057.0223137299,37928.2355183009,98311,B01,BEF MARIAM WALK,,
32237.65931373,42687.8141182996,68111,B13,BEF SELETAR CAMP G,,
39504.2634137291,36351.3501182999,75229,B07,TEMASEK POLY EAST G,,
24707.2042137291,31153.0660183001,11159,B08,AFT CH OF OUR SAVIOUR,,
26267.4107137294,30068.8576183002,10489,B01,BLK 73,,
18778.9642137298,32682.1907183006,20341,B07,PAN TECH IND CPLX,,
41079.2285137298,39400.8568182997,77179,B03,OPP PASIR RIS STN EXIT A,,
33480.0684137298,40562.1709183007,66569,B06,OPP BLK 991B,,
38715.8035137299,34723.0207183007,84329,B07,BLK 414,,
30672.14451373,32442.6618183013,7231,B03,BEF TAI HOE HOTEL,,
33131.3352137292,40455.7730183005,66589,B01,BUANGKOK SPORTS PK,,
12486.46961373,38972.0946183,31041,B04,BEF MUSLIM CEMY PATH 7,,
14124.1943137292,36344.3538183011,21391,B06,RIVER VALLEY HIGH SCH,,
13489.0887137298,35536.3995182998,22501,B02,Blk 662A,,
29130.4758137297,38645.8734183013,54011,B01,BLK 207,,
11838.8001137292,39157.4275183007,31121,B40,NIRVANA MEMORIAL GDN,,
28958.9335137298,28412.7678183001,5629,B03,OPP STH PT,,
25097.7812137296,47550.5909183007,46741,B04,SEAGATE,,
30297.1646137293,34485.5900183003,52411,B05,BLK 105,,
32217.9360137293,36933.7600183003,66381,B01,OPP S'GOON STN EXIT F,,
28686.3129137298,36258.1410183012,51131,B18,OPP BRADDELL VIEW,,
8580.83931372967,33297.2129183002,24521,B03,BEF TUAS AVE 5,,
37922.69931373,33240.1194183007,83239,B06,OPP CHEVIOT HILL,,
29543.0700137299,36199.9754183013,52029,B13,BLK 1004,,
32871.2872137297,32714.8613183014,80069,NIL,OPP MOHD SALLEH MQUE,,
24564.5988137294,29831.8901183009,11511,B16,ALEXANDRA HOSP,,
34782.5514137298,32796.6009183004,82099,B05,CDAC BLDG,,
28890.4468137296,28358.7110182997,5641,B02,BEF CANTONMENT RD,,
42952.7628137292,36540.0424183011,97169,B04,OPP EDWARDS LIFESCIENCE,,
28610.6700137295,41430.4854183011,55251,B03,COUNTRYSIDE EST,,
29726.58691373,30240.3746183012,4251,B01,OPP HIGH ST CTR,,
30292.2215137295,36833.6744183004,53271,B03,OPP KUO CHUAN PRESBY SCH,,
31483.3223137297,38149.7769183014,66161,B03,OPP CROWHURST DR,,
35248.3240137296,35090.3779183012,70079,B06,AFT REGENT MOTORS,,
12666.2275137296,35613.3537183013,22451,B09,OPP BLK 643,,
27022.3482137294,44645.4740183,57061,B09,DIEPPE BARRACKS,,
36272.72071373,31839.3310183007,92059,B04,BET BLKS 72/74,,
31914.2800137298,34650.0760182999,60201,B01,18 WOODSVILLE,,
18697.5046137292,42446.0927183013,45391,NIL,BLK 657,,
36213.4958137292,32779.4582183007,83319,B03,AFT LOR J TELOK KURAU,,
16274.9126137299,46921.0736183003,49239,B06,OPP NYEE PHOE GROUP,,
30986.2194137294,39910.3818183001,54491,B12,AFT CTE,,
9714.97341372911,33991.1492183004,24571,B03,SENG HENG ENGRG,,
35778.9975137291,42787.7502183001,65219,NIL,AFT PUNGGOL CENTRAL,,
33184.7430137293,36083.2025183011,62071,B04,BARTLEY STN EXIT A,,
29658.7071137298,28942.1249183007,3111,B05,AFT CAPITAL TWR,,
17559.83311373,32086.560018301,29129,B02,CLP INTL,,
29787.8978137299,33509.2248183005,50121,B03,NATL SKIN CTR,,
29512.3513137298,40691.6063183006,55311,B01,OPP YIO CHU KANG STADIUM,,
29851.1917137299,29437.5173183009,3021,B01,PRUDENTIAL TWR,,
8415.18171372917,31475.7517183013,24559,B07,HQ 6 DIV,,
15655.9496137295,35221.8419183008,21591,B07,OPP BLK 117,,
27103.4318137299,46645.7339182999,57131,B19,OPP JLN KEMUNING,,
29491.7367137298,40672.9585183002,55319,B02,YIO CHU KANG STADIUM,,
26587.6699137297,29706.0801183004,10341,B04,OPP BLK 116,,
23945.3386137299,31473.0985183008,11459,B04,BLK 50,,
24018.6738137295,47574.7679182999,46801,NIL,AFT W'LANDS MART,,
30572.8701137295,30259.8630183004,2061,B01,THE ESPLANADE,,
26950.2140137292,29194.9590183012,10369,B05,OPP CENDEX CTR,,
35560.5692137294,39690.4464183003,64069,B36,S'GOON SEC SCH,,
20370.5355137298,49173.4183182996,47701,NIL,JB SENTRAL,,
37272.2412137296,42357.0975183006,65321,NIL,KADALOOR STN EXIT B,,
34227.5323137296,39116.2922182996,64529,B02A,BEF HOUGANG POLYCLINIC,,
29910.7920137299,36391.1316183005,53401,B04,GUANGYANG SEC SCH,,
20518.2765137292,31533.6322183013,17039,B06,OPP KENT RIDGE SEC SCH,,
38875.4603137299,38801.6919183005,75319,B04,OPP TAMPINES DORMITORY,,
28643.2125137299,37833.6284183003,53191,B07,BLK 7 IND EST,,
35300.9633137295,36461.7740183007,71049,B12,AIR FORCE MUSEUM,,
30245.0273137297,39111.2831183001,54271,B13,BLK 586,,
28724.6380137298,39070.1840183008,54229,B22,ANG MO KIO PR SCH,,
13160.1078137299,39376.7375183012,31169,B31,TEEN CHALLENGE,,
30479.5178137291,31084.8865182996,1639,B02,BEF BEACH RD,,
46316.5429137293,40375.1448183004,95149,B08,BEF CARGO BLDG D,,
29360.1623137295,45774.6027183011,59399,B09,OPP BLK 367,,
45925.6727137296,39503.2259183004,95049,B04,SATS CARGO TER,,
20101.3991137296,33277.5480183009,17051,B06,OPP REGENT PK,,
15202.7049137298,32962.2274182998,21139,B14,AFT JURONG PORT RD,,
41243.5007137293,34139.6890182998,85031,B03,EXCELSIOR GDNS,,
6046.48471372947,34106.5011183005,26099,B03,BEF TUAS AVE 13,,
29434.4678137293,41081.4206183013,55221,B02,OPP SMRT BUSES AMK DEPOT,,
34083.36491373,34381.1260183007,70191,B03,OPP BLK 66,,
37874.5484137293,33499.0460183006,83251,B08,BEF JLN KHAIRUDDIN,,
27569.7382137291,40091.8464183006,56191,B54,TEACHERS' HOUSING EST,,
45317.8671137299,33055.0678183008,96219,B01,TANAH MERAH FERRY TER,,
29995.3913137298,37820.1948183011,54531,B08,OPP BISHAN PK,,
38340.2825137293,34752.0956183001,84371,B03,BLK 546,,
17284.9221137296,35146.3772183005,28259,B12,OPP S'PORE SCIENCE CTR,,
8170.24801372923,34394.6338183004,25161,B07,TOYOCHEM INK,,
34619.5994137293,38851.1377183013,64011,B29,NAUNG RESIDENCE,,
29967.2615137296,34475.6250183005,52409,B04,OPP BLK 102,,
35137.9556137295,41930.2682183012,67439,B04,BLK 291A,,
16989.9514137292,36280.9938182998,28459,B06,OPP PARC OASIS,,
17808.0169137297,33784.4884182997,20211,B03,BLK 41,,
27644.0438137297,28999.787018301,10069,B04,OPP BLK 140,,
36071.8957137298,31701.2141183,92049,B02,PARKWAY PARADE,,
35281.3768137293,43367.0816182997,65601,NIL,SUMANG STN EXIT B,,
10750.0271137292,33648.8488183003,24631,B01,BEF BENOI RD,,
32454.7743137293,39216.1208183002,66101,B01,BLK 516,,
30808.5520137297,35267.6596183013,52481,B02,TOA PAYOH POLYCLINIC,,
34442.5916137295,40849.3465183005,67461,B02A,AFT SENGKANG EAST AVE,,
33095.1521137292,39683.2361182999,64491,B06,HOUGANG 1,,
38199.6809137296,35611.2666183002,84621,B17,OPP BLK 716,,
35238.9905137299,43359.3028183002,65609,NIL,SUMANG STN EXIT A,,
41016.6961137298,38004.3746183012,76361,B07,BLK 430,,
29149.1469137296,41268.9112183005,55031,B46,OPP NCS HUB,,
27257.7123137293,31293.1809183005,13179,B04,CLIVEDEN AT GRANGE,,
28689.7822137298,44142.7635182999,59449,B02,OPP NAVAL BASE PR SCH,,
46015.9880137295,41316.8978183009,95071,B06,CHANGI BEACH CP 4,,
14021.8981137294,46026.4762182999,34019,B10,AFT LIM CHU KANG LANE 4,,
22944.7277137293,29495.335218301,15099,B09,NATL LEADERSHIP INST,,
32017.8007137291,36065.9805183001,66089,B01,S'PORE POWER TRG INST,,
15375.2021137299,33094.3673183005,21149,B06,JURONG PORT WORKSHOPS,,
20386.9606137294,38415.2904183008,43151,B02,OPP GLENDALE PK CONDO,,
17761.2803137293,36871.7775183003,43341,B06,PRINCESS E PR SCH,,
27498.7665137295,48918.7169183008,58191,B04,AFT WELLINGTON RD,,
30815.5610137293,31757.2503183,1129,B10,OPP STAMFORD PR SCH,,
40319.9552137293,35417.7675183006,84271,B06,AFT BEDOK IND PK E,,
19616.15051373,43709.5292183012,45229,B31,BEF W'LANDS RD,,
19323.8017137293,43092.1979182996,45171,B06,SRI ARASAKESARI SIVAN TP,,
38032.1137137292,33473.2884183004,83269,B03,OPP OPERA EST PR SCH,,
29991.7941137291,30453.1618183013,2031,B01,ST ANDREW'S CATH,,
24963.5675137294,49573.8921183012,47091,B03,BEF SENOKO CRES,,
19411.2194137294,40069.0089183003,44271,B01,BEF BLKS 13/14,,
16814.6524137296,36064.8033183012,28341,B15,CHINESE GDN STN,,
17710.1807137299,39859.8081183005,44081,B04,BLK 296A,,
29035.3942137295,40847.5563182998,55179,B14,OPP CASTLE GREEN,,
44803.5442137299,41498.6195183005,99119,B01,OPP CHANGI GOLF CLUB,,
41571.1967137298,36501.8941182997,96131,B02,BLK 130,,
34422.9315137295,34769.5048182998,70091,B01,OPP TRAFFIC POLICE,,
42594.2215137295,38214.0002183001,98081,B37,AFT JLN BATALONG,,
20279.3980137296,40221.1345183011,44639,B02,BT PANJANG PLAZA,,
18577.95811373,46186.5197183006,49089,B03,BEF KRANJI CRES,,
22333.2199137295,33111.6563183013,12141,B01,OPP HENRY PK,,
10744.15601373,34702.4185183011,23081,B12,OPP S'PORE DISCOVERY CTR,,
27891.2965137297,31656.5062183011,9022,B01,BEF ORCHARD STN EXIT B,,
15341.2107137293,33058.6640183013,21141,B05,AFT JLN BUROH,,
20007.5727137299,37714.6079182997,43289,B01,HILLVIEW HSE,,
34455.50141373,38135.1471183002,63139,B04,AFT AN-NAEEM MQUE,,
45554.6486137295,41450.4653182998,99171,B10,CHANGI BEACH CP 2,,
32381.6953137293,37324.5938183013,66371,B03,BLK 261,,
12134.9746137299,35161.8068183009,23049,B03,JURONG CAMP,,
31600.2984137293,38987.0988183003,66241,B01,HEMSLEY AVE,,
27177.5001137294,48968.8320183009,58189,B01,OPP POLICE DRV CIRCUIT,,
19449.3969137296,37056.5640182998,43431,B06,OPP BLK 242,,
7064.56441372912,35183.6133182999,25091,B01,AFT TUAS AVE 7,,
32647.4908137294,36199.0072183013,62091,B08,OPP GAMBIR RIDGE,,
34997.4579137294,40986.7731183004,67209,B01,BLK 203,,
31077.6540137297,30353.4160182998,2171,B04,OPP THE RITZ-CARLTON,,
15498.0049137296,34697.8184182998,21181,B03,OPP BLK 161,,
23811.8470137296,48462.9108183011,47051,B20,AFT WOODLANDS IND PK E4,,
19739.7251137299,35969.7313183006,43621,B04,OPP PARKVIEW APTS,,
12127.27441373,34101.6353182998,23109,B03,AFT THIRD LOK YANG RD,,
12784.6790137291,32350.0170183014,22091,B02,AFT JLN SAMULUN,,
18063.4352137297,35843.3958183005,28639,B06,BLK 288E,,
27387.3895137291,48963.1952183004,58199,B03,OPP AUCKLAND RD WEST,,
41181.7374137295,36005.5404183008,96159,B05,BLK 254,,
26508.0448137298,48269.5508182999,58129,B06,BLK 508 CP,,
39509.4662137292,35868.9628183004,75069,B26,BEDOK REFORM TRG CTR,,
28591.4126137299,41304.6769182999,55361,B03,COUNTRYSIDE GDN P/G,,
37437.6059137294,42101.929518301,65189,NIL,BEF PUNGGOL CTRL,,
19185.2365137292,42526.4518183004,45159,B01,MULTISTATES TRADING,,
34364.4205137296,31052.9603183009,91151,NIL,HAWAII TWR,,
33777.2358137295,39496.7094183005,64419,B03,BLK 681,,
38930.59351373,37019.9358182997,75101,B02,BLK 880,,
11634.4582137298,31782.6549183,23411,B07,AFT JURONG MARINE BASE,,
28800.19221373,37203.8292183001,53139,B07,MARYMOUNT VIEW,,
39253.2018137295,34705.5569183007,84211,B01,BLK 403,,
18456.4129137294,42143.1845183,45321,B07,YEW TEE STN,,
13518.3340137294,39361.5880183,31179,B29,AFT JLN BERSERI,,
27028.2683137292,44515.8673183005,57069,B10,OPP DIEPPE BARRACKS,,
20141.5495137293,39198.4241183009,43721,B02,BLK 319,,
26559.6606137296,30369.6537183002,10261,B03,DELTA SPORTS HALL,,
20655.5964137297,39917.8702183012,44201,B07,AFT PETIR STN,,
11964.1507137297,33351.8087183014,23211,B01,MAPLETREE LOGISTICS HUB,,
12692.9930137293,35632.4337183014,22459,B10,BLK 643,,
21339.5088137295,30330.1142183002,16061,B27,OPP HENG MUI KENG TERR,,
35614.2621137295,33517.3221183009,82009,NIL,EUNOS INT,,
25679.3156137299,33674.2398183011,41119,B02,OPP LUTHERAN TWRS,,
27299.5756137297,47867.4059183002,58049,B28,OPP BLK 590C,,
28519.8820137298,35109.2711183,51049,B18,SLF CPLX,,
25006.9412137298,28217.9121183008,14171,B11,OPP YEO'S BLDG,,
24261.7172137294,47500.6044183001,46799,B04,BLK 786A CP,,
38940.90931373,32923.3003183007,93091,B05,OPP SIGLAP STH CC,,
19215.3951137299,36180.9064183012,43509,B01,BLK 291E,,
11291.5449137297,33532.5229183007,23199,B06,S'PORE TPT PTE LTD,,
20850.9543137299,33056.3295183014,17241,B01,BLK 334,,
37873.2510137297,35504.9373183008,84471,B15,BLK 745,,
28690.0817137295,46223.0436183009,59249,B13,BLK 257,,
13853.9764137296,36368.3623182997,21371,B02,BLK 680C,,
13589.4766137293,36809.8125183005,27091,B16,OPP BLK 271 CP,,
39437.6518137297,40045.0635183007,77281,B21,BLK 740,,
6771.57121372968,34082.0480183009,26151,B05,OPP HEMPEL,,
41370.2497137291,36053.8152182996,96169,B04,SIMEI STN,,
17919.2986137299,37281.0714183003,40301,B06,BLK 451A,,
14063.4958137292,32915.6768183,22079,B08,AFT JURONG PIER RD,,
20081.9004137293,33583.7344183009,20101,B19,NAN HUA PR SCH,,
18892.6524137296,37928.3945183009,43571,B03,OPP BT GOMBAK STN,,
20874.4224137291,39782.8474183008,44211,B05,BLK 127,,
12471.3356137294,38000.7359183002,31011,B10,AFT NANYANG AVE,,
25913.8422137294,34672.9234183002,41131,B03,OPP THE JAPANESE ASSN,,
17051.8195137298,32876.4274183009,29029,B05,BEF PENJURU CL,,
29863.2833137298,34792.0141183008,52501,B01,TOA PAYOH SWIM CPLX,,
21081.1421137294,30407.0754183009,16071,B27,OPP PASIR PANJANG PO,,
13448.8360137297,34430.8388183005,22219,B05,AFT NEYTHAL RD,,
14274.9780137297,33434.3291183002,21301,B02,OPP JLN PESAWAT,,
19049.5608137297,37717.4319183007,43561,B06,OPP BT GOMBAK STADIUM,,
38701.6683137296,32433.0214183014,93039,B16,LAGUNA PK,,
42078.8719137292,37581.9614183009,76461,B02,EDEN CONDO,,
23789.0941137299,30790.5933183003,18209,B01,BEF ALL SAINTS CHAPEL,,
34831.6014137296,40944.9838183001,67261,B07,BLK 203B,,
36453.5748137292,42976.0196183007,65309,NIL,DAMAI STN EXIT A,,
33018.05021373,35067.0511183012,70041,B02,OPP BLK 4,,
18728.2970137298,37625.912018301,43609,B02,BLK 531,,
28582.0155137293,35555.0399182998,52249,B01,AFT CALDECOTT STN,,
18688.6950137299,37633.9160182998,43601,NIL,OPP BLK 532,,
24990.3715137299,47287.3775183,47611,B11,WOODSVALE CONDO,,
29825.8895137291,30621.2866182998,4142,B04,ARMENIAN CH,,
18934.3718137294,37385.8800183013,43809,B02,BLK 514,,
14812.6278137295,36378.7027183007,21451,B06,BLK 206,,
28183.3856137292,45265.2622183003,59061,B07,BLK 763,,
18914.2724137297,37903.7743183002,43579,B04,BT GOMBAK STN,,
45507.9905137299,38152.2722183,95029,B01,CHANGI AIRPORT PTB1,,
18899.8930137297,38276.6910183001,43589,B06,OPP BLK 347,,
20349.0492137298,46505.5418183003,46049,B36,GLOBALFOUNDRIES,,
40686.3860137295,34863.1034182999,85061,B09,OPP BEDOK MKT PL,,
15506.8472137293,35542.3910183012,21609,B10,OPP BLK 364,,
18878.8722137297,38292.7767182998,43581,B05,BLK 347,,
18412.2876137299,33620.6197183002,20189,B03,OPP AYER RAJAH CC,,
44940.0411137296,41083.2140183002,99041,B21,AFT CHANGI GOLF COURSE,,
28292.7756137298,37054.7057183012,53039,B06,THOMSON CC,,
18086.5500137294,34030.3700182997,20069,B01,BEF JURONG TOWN HALL RD,,
33771.1055137292,39248.5541182999,63371,B11,BLK 679,,
28427.92411373,37148.6241183002,53291,B01,SHUNFU MART,,
43626.7793137291,38304.9864183012,97201,B09,OPP CHANGI CHAPEL MUSEUM,,
29171.4246137291,35580.6266182996,52159,B07,BLK 128,,
28605.3179137297,45017.5617183,59349,B01,OPP KHOO TECK PUAT HOSP,,
29236.0305137299,40667.8171183001,55309,B04,OPP AMK POLICE DIV HQ,,
15052.6240137294,39570.4174183011,30029,B21,KEAT HONG CAMP,,
21106.4738137294,41137.6721183006,44691,B01,BLK 485,,
30605.5490137292,39299.2620183006,54589,B08,BLK 555,,
28516.7644137293,37084.4280182999,53299,B02,BLK 314,,
5344.2228137292,31618.8942183014,26311,NIL,AFT TUAS STH AVE 6,,
30059.97401373,33136.0215183012,50301,B01,KENTISH GREEN,,
17631.9609137299,39876.8603183012,44089,B03,OPP BLK 296A,,
29478.4845137298,35303.4417183008,52199,B03,BLK 84B,,
35060.7440137295,38488.7568183001,64239,B01,OPP BLK 316,,
35624.9974137293,43022.0284183007,65251,B01,PUNGGOL STN / WATERWAY PT,,
23707.3016137294,31964.0268182997,11171,B03,OPP BLK 7B,,
16019.2024137294,36810.7856182996,28581,B07,BLK 491,,
39186.9991137292,32797.9059183002,93139,B01,EASTERN LAGOON II,,
6875.95421372913,34625.9319183007,25079,B08,NISSIN TPT,,
12313.3431137297,31964.8614183012,23399,B04,KEPPEL OFFSHORE & MARINE,,
